soru,cevap,dönem
"1876 Anayasası ne zaman yeniden yürürlüğe girdi?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.","çöküş"
"II. Meşrutiyet'in ilanı hangi olayla tetiklendi?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.","çöküş"
"Trablusgarp Savaşı sonunda Osmanlı hangi toprağı kaybetti?","1912 yılında Uşi Antlaşması ile Osmanlı' Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.","çöküş"
"Uşi Antlaşması ne zaman imzalandı?","1912 yılında Uşi Antlaşması ile Osmanlı' Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.","çöküş"
"Libya ne zaman kaybedildi?","1912 yılında Uşi Antlaşması ile Osmanlı' Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.","çöküş"
"On İki Ada hangi antlaşmayla kaybedildi?","1912 yılında Uşi Antlaşması ile Osmanlı' Trablusgarp (Libya) ve On İki Ada'yı İtalya'ya bıraktı.","çöküş"
"Balkan Savaşları sonunda Edirne ne zaman geri alındı?","1912-1913 Balkan Savaşları'nda Osmanlı' Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.","çöküş"
"Balkan Savaşları'nda hangi başkent kaybedildi?","1912-1913 Balkan Savaşları'nda Osmanlı' Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.","çöküş"
"Edirne hangi savaşta Bulgarların eline geçti?","1912-1913 Balkan Savaşları'nda Osmanlı' Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.","çöküş"
"Balkan Savaşları ne zaman yapıldı?","1912-1913 Balkan Savaşları'nda Osmanlı' Edirne dahil Balkan topraklarının çoğunu kaybetti; sonrasında Edirne geri alındı.","çöküş"
"Osmanlı I. Dünya Savaşı'na ne zaman girdi?","1914 yılında Osmanlı' Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.","çöküş"
"Osmanlı hangi tarafta savaşa girdi?","1914 yılında Osmanlı' Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.","çöküş"
"Almanya ile gizli ittifak ne zaman imzalandı?","1914 yılında Osmanlı' Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.","çöküş"
"Osmanlı'nın savaşa giriş tarihi nedir?","1914 yılında Osmanlı' Almanya ile gizli ittifak imzalayarak İttifak Devletleri yanında I. Dünya Savaşı'na girdi.","çöküş"
"Çanakkale Savaşı ne zaman yapıldı?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.","çöküş"
"Çanakkale'de kim ün kazandı?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.","çöküş"
"Bu savaş hangi yılda kazanıldı?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.","çöküş"
"Mustafa Kemal ne zaman Anafartalar Kahramanı oldu?","1915 yılında Çanakkale Savaşı'nda Mustafa Kemal (Atatürk) büyük bir zafer kazanarak ün kazandı.","çöküş"
"Tehcir Kanunu ne zaman çıkarıldı?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.","çöküş"
"Bu kanun hangi grubu kapsıyordu?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.","çöküş"
"Ermeniler ne zaman zorunlu göçe tabi tutuldu?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.","çöküş"
"Tehcir kararı hangi yılda alındı?","1915 yılında Tehcir Kanunu ile Doğu Anadolu'daki Ermeni nüfus Suriye ve Irak'a zorunlu göçe tabi tutuldu.","çöküş"
"Arap İsyanı ne zaman başladı?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan' Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.","çöküş"
"İsyanı kim destekledi?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan' Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.","çöküş"
"Şerif Hüseyin ne zaman isyan etti?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan' Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.","çöküş"
"Arap isyanının lideri kimdi?","1916 yılında Arap İsyanı başladı; İngiltere tarafından desteklenen Şerif Hüseyin önderliğindeki isyan' Osmanlı'nın Arap topraklarındaki kontrolünü zayıflattı.","çöküş"
"Mondros Mütarekesi ne zaman imzalandı?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.","çöküş"
"Osmanlı fiilen ne zaman teslim oldu?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.","çöküş"
"Bu antlaşmanın tarihi nedir?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.","çöküş"
"Mondros Ateşkes Antlaşması ne zaman yapıldı?","30 Ekim 1918'de Mondros Mütarekesi imzalanarak Osmanlı Devleti fiilen teslim oldu.","çöküş"
"Mustafa Kemal Samsun'a ne zaman çıktı?","1919 yılında Mustafa Kemal Atatürk' 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.","çöküş"
"Kurtuluş Savaşı'nı kim başlattı?","1919 yılında Mustafa Kemal Atatürk' 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.","çöküş"
"19 Mayıs 1919'da ne oldu?","1919 yılında Mustafa Kemal Atatürk' 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.","çöküş"
"Atatürk Samsun'a hangi tarihte çıktı?","1919 yılında Mustafa Kemal Atatürk' 19 Mayıs'ta Samsun'a çıkarak Türk Kurtuluş Savaşı'nı başlattı.","çöküş"
"Sevr Antlaşması ne zaman imzalandı?","10 Ağustos 1920'de imzalanan Sevr Antlaşması' Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.","çöküş"
"Bu antlaşma Osmanlı'ya ne öngörüyordu?","10 Ağustos 1920'de imzalanan Sevr Antlaşması' Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.","çöküş"
"Sevr uygulandı mı?","10 Ağustos 1920'de imzalanan Sevr Antlaşması' Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.","çöküş"
"Sevr Antlaşması'nın imza tarihi nedir?","10 Ağustos 1920'de imzalanan Sevr Antlaşması' Osmanlı'nı küçük bir Anadolu devletine indirgeyen ağır bir barış antlaşmasıydı; ancak uygulanamadı.","çöküş"
"Büyük Taarruz ne zaman yapıldı?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.","çöküş"
"İzmir ne zaman kurtarıldı?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.","çöküş"
"Yunan ordusu ne zaman kesin yenildi?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.","çöküş"
"Başkomutanlık Meydan Muharebesi hangi yılda kazanıldı?","1922 yılında Büyük Taarruz (Ağustos) ile Yunan ordusu kesin yenilgiye uğratıldı ve 9 Eylül'de İzmir kurtarıldı.","çöküş"
"Saltanat ne zaman kaldırıldı?","1 Kasım 1922'de TBMM' saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.","çöküş"
"Saltanatı kim kaldırdı?","1 Kasım 1922'de TBMM' saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.","çöküş"
"Osmanlı'nın siyasi varlığı ne zaman sona erdi?","1 Kasım 1922'de TBMM' saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.","çöküş"
"Padişahlık hangi tarihte kaldırıldı?","1 Kasım 1922'de TBMM' saltanatı kaldırarak Osmanlı Devleti'nin siyasi varlığına son verdi.","çöküş"
"Cumhuriyet ne zaman ilan edildi?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.","çöküş"
"Cumhuriyet'in ilan tarihi nedir?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.","çöküş"
"Türkiye Cumhuriyeti ne zaman kuruldu?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.","çöküş"
"29 Ekim 1923'te ne oldu?","29 Ekim 1923'te Türkiye Cumhuriyeti ilan edildi.","çöküş"
"Hilafet ne zaman kaldırıldı?","3 Mart 1924'te TBMM' halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.","çöküş"
"Halifeliği kim kaldırdı?","3 Mart 1924'te TBMM' halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.","çöküş"
"Osmanlı Hanedanı ne zaman sürgüne gönderildi?","3 Mart 1924'te TBMM' halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.","çöküş"
"Son halife ne zaman sürgün edildi?","3 Mart 1924'te TBMM' halifeliği kaldırarak Osmanlı Hanedanı'nı sürgüne gönderdi.","çöküş"
